Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	1129	1150	1129
1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	1130	1151	1130
1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	1131	1152	1131
1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1153	1132	1153	1132
1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	1133	1154	1133
1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155	1134	1155	1134
1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1156	1135	1156	1135
1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	1136	1157	1136
1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	1137	1158	1137
1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159	1138	1159	1138
1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	1139	1160	1139
1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161	1140	1161	1140
1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162	1141	1162	1141
1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	1142	1163	1142
1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164	1143	1164	1143
1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	1144	1165	1144
1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1166	1145	1166	1145
1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	1146	1167	1146
1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	1147	1168	1147
1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	1148	1169	1148
1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	1149	1170	1149
1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	1150	1171	1150
1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172	1151	1172	1151
1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1173	1152	1173	1152
1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	1153	1174	1153
1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	1154	1175	1154
1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	1155	1176	1155
1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	1156	1177	1156
1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1178	1157	1178	1157
1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1179	1158	1179	1158
1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180	1159	1180	1159
1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181	1160	1181	1160
1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182	1161	1182	1161
1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	1162	1183	1162
1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1184	1163	1184	1163
1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	1164	1185	1164
1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	1165	1186	1165
1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	1166	1187	1166
1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1188	1167	1188	1167
1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189	1168	1189	1168
1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	1169	1190	1169
1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1191	1170	1191	1170
1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	1171	1192	1171
1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193	1172	1193	1172
1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	1173	1194	1173
1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1195	1174	1195	1174
1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	1175	1196	1175
1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197	1176	1197	1176
1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198	1177	1198	1177
1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1199	1178	1199	1178
1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	1179	1200	1179
1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1201	1180	1201	1180
1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	1181	1202	1181
1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1203	1182	1203	1182
1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1204	1183	1204	1183
1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	1184	1205	1184
1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1206	1185	1206	1185
1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	1186	1207	1186
1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	1187	1208	1187
1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	1188	1209	1188
1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210	1189	1210	1189
1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211	1190	1211	1190
1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	1191	1212	1191
1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213	1192	1213	1192
1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1214	1193	1214	1193
1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1215	1194	1215	1194
1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	1195	1216	1195
1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217	1196	1217	1196
1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218	1197	1218	1197
1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219	1198	1219	1198
1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	1199	1220	1199
1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221	1200	1221	1200
1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	1201	1222	1201
1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	1202	1223	1202
1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	1203	1224	1203
1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225	1204	1225	1204
1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226	1205	1226	1205
1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	1206	1227	1206
1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1228	1207	1228	1207
1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1229	1208	1229	1208
1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	1209	1230	1209
1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1231	1210	1231	1210
1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1232	1211	1232	1211
1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233	1212	1233	1212
1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1234	1213	1234	1213
1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235	1214	1235	1214
1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236	1215	1236	1215
1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1237	1216	1237	1216
1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	1217	1238	1217
1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239	1218	1239	1218
1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240	1219	1240	1219
1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1241	1220	1241	1220
1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	1221	1242	1221
1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	1222	1243	1222
1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244	1223	1244	1223
1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	1224	1245	1224
1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1246	1225	1246	1225
1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	1226	1247	1226
1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248	1227	1248	1227
1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	1228	1249	1228
1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250	1229	1250	1229
1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251	1230	1251	1230
1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252	1231	1252	1231
1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	1232	1253	1232
1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	1233	1254	1233
1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	1234	1255	1234
1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1256	1235	1256	1235
1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257	1236	1257	1236
1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	1237	1258	1237
1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259	1238	1259	1238
1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1260	1239	1260	1239
1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1261	1240	1261	1240
1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	1241	1262	1241
1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1263	1242	1263	1242
1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	1243	1264	1243
1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	1244	1265	1244
1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266	1245	1266	1245
1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	1246	1267	1246
1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1268	1247	1268	1247
1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269	1248	1269	1248
1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	1249	1270	1249
1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271	1250	1271	1250
1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	1251	1272	1251
1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273	1252	1273	1252
1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	1253	1274	1253
1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275	1254	1275	1254
1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1276	1255	1276	1255
1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277	1256	1277	1256
1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278	1257	1278	1257
1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	1258	1279	1258
1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280	1259	1280	1259
1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	1260	1281	1260
1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1282	1261	1282	1261
1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283	1262	1283	1262
1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1284	1263	1284	1263
1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1285	1264	1285	1264
1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	1265	1286	1265
1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	1266	1287	1266
1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288	1267	1288	1267
1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1289	1268	1289	1268
1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	1269	1290	1269
1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	1270	1291	1270
1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292	1271	1292	1271
1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1293	1272	1293	1272
1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	1273	1294	1273
1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1295	1274	1295	1274
1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296	1275	1296	1275
1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297	1276	1297	1276
1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	1277	1298	1277
1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	1278	1299	1278
1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300	1279	1300	1279
1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301	1280	1301	1280
1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	1281	1302	1281
1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303	1282	1303	1282
1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304	1283	1304	1283
1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	1284	1305	1284
1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306	1285	1306	1285
1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307	1286	1307	1286
1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	1287	1308	1287
1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1309	1288	1309	1288
1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310	1289	1310	1289
1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311	1290	1311	1290
1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312	1291	1312	1291
1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313	1292	1313	1292
1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1314	1293	1314	1293
1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	1294	1315	1294
1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1316	1295	1316	1295
1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1317	1296	1317	1296
1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318	1297	1318	1297
1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	1298	1319	1298
1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	1299	1320	1299
1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	1300	1321	1300
1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	1301	1322	1301
1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	1302	1323	1302
1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1324	1303	1324	1303
1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325	1304	1325	1304
1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326	1305	1326	1305
1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	1306	1327	1306
1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328	1307	1328	1307
1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329	1308	1329	1308
1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330	1309	1330	1309
1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	1310	1331	1310
1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	1311	1332	1311
1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1333	1312	1333	1312
1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1334	1313	1334	1313
1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1335	1314	1335	1314
1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1336	1315	1336	1315
1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337	1316	1337	1316
1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1338	1317	1338	1317
1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339	1318	1339	1318
1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340	1319	1340	1319
1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	1320	1341	1320
1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342	1321	1342	1321
1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1343	1322	1343	1322
1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344	1323	1344	1323
1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1345	1324	1345	1324
1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1346	1325	1346	1325
1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347	1326	1347	1326
1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1348	1327	1348	1327
1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349	1328	1349	1328
1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1350	1329	1350	1329
1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1351	1330	1351	1330
1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	1331	1352	1331
1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1353	1332	1353	1332
1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	1333	1354	1333
1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355	1334	1355	1334
1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1356	1335	1356	1335
1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357	1336	1357	1336
1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358	1337	1358	1337
1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1359	1338	1359	1338
1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	1339	1360	1339
1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	1340	1361	1340
1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1362	1341	1362	1341
1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	1342	1363	1342
1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364	1343	1364	1343
1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1365	1344	1365	1344
1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366	1345	1366	1345
1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367	1346	1367	1346
1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368	1347	1368	1347
1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369	1348	1369	1348
1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1370	1349	1370	1349
1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	1350	1371	1350
1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372	1351	1372	1351
1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373	1352	1373	1352
1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374	1353	1374	1353
1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1375	1354	1375	1354
1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1376	1355	1376	1355
1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377	1356	1377	1356
1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	1357	1378	1357
1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379	1358	1379	1358
1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380	1359	1380	1359
1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1381	1360	1381	1360
1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1382	1361	1382	1361
1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	1362	1383	1362
1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384	1363	1384	1363
1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385	1364	1385	1364
1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	1365	1386	1365
1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387	1366	1387	1366
1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388	1367	1388	1367
1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	1368	1389	1368
1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	1369	1390	1369
1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	1370	1391	1370
1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392	1371	1392	1371
1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1393	1372	1393	1372
1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	1373	1394	1373
1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1395	1374	1395	1374
1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	1375	1396	1375
1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1397	1376	1397	1376
1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1398	1377	1398	1377
1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1399	1378	1399	1378
1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400	1379	1400	1379
1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1401	1380	1401	1380
1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	1381	1402	1381
1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	1382	1403	1382
1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	1383	1404	1383
1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405	1384	1405	1384
1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1406	1385	1406	1385
1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1407	1386	1407	1386
1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	1387	1408	1387
1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409	1388	1409	1388
1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410	1389	1410	1389
1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	1390	1411	1390
1427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412	1391	1412	1391
1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	1392	1413	1392
1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414	1393	1414	1393
1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1415	1394	1415	1394
1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	1395	1416	1395
1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417	1396	1417	1396
1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	1397	1418	1397
1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419	1398	1419	1398
1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	1399	1420	1399
1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421	1400	1421	1400
1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1422	1401	1422	1401
1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423	1402	1423	1402
1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1424	1403	1424	1403
1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1425	1404	1425	1404
1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426	1405	1426	1405
1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1427	1406	1427	1406
1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1428	1407	1428	1407
1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	1408	1429	1408
1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430	1409	1430	1409
1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431	1410	1431	1410
1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	1411	1432	1411
1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433	1412	1433	1412
1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434	1413	1434	1413
1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1435	1414	1435	1414
1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436	1415	1436	1415
1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1437	1416	1437	1416
1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1438	1417	1438	1417
1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439	1418	1439	1418
1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440	1419	1440	1419
1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	1420	1441	1420
1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442	1421	1442	1421
